object_id,ein,SlcttnOfGvtGrntsInd,SpclFndrsngEvntsInd,PhnSlcttnsInd,SlcttnOfNnGvtGrntsInd,InPrsnSlcttnsInd,EmlSlcttnsInd,MlSlcttnsInd,AgrmtPrfFndrsngActyInd,TtlGrssRcptsAmt,TtlRtndByCntrctrsAmt,TtlNtTOrgnztnAmt,AllSttsCd,Evnt1Nm,Evnt2Nm,OthrEvntsTtlCnt,GrssRcptsEvnt1Amt,GrssRcptsEvnt2Amt,GrssRcptsOthrEvntsAmt,GrssRcptsTtlAmt,DrctExpnsSmmryEvntsAmt,NtIncmSmmryAmt,ChrtblCntrEvnt1Amt,ChrtblCntrEvnt2Amt,ChrtblCntrOthrEvntsAmt,ChrtblCntrbtnsTtAmt,GrssRvnEvnt1Amt,GrssRvnEvnt2Amt,GrssRvnOthrEvntsAmt,GrssRvnTtlEvntsAmt,CshPrzsEvnt1Amt,CshPrzsEvnt2Amt,CshPrzsOthrEvntsAmt,CshPrzsTtlEvntsAmt,NnCshPrzsEvnt1Amt,NnCshPrzsEvnt2Amt,NnCshPrzsOthrEvntsAmt,NnCshPrzsTtlEvntsAmt,RntFcltyCstsEvnt1Amt,RntFcltyCstsEvnt2Amt,RntFcltyCstsOthrEvntsAmt,RntFcltyCstsTtlEvntsAmt,FdAndBvrgEvnt1Amt,FdAndBvrgEvnt2Amt,FdAndBvrgOthrEvntsAmt,FdAndBvrgTtlEvntsAmt,EntrtnmntEvnt1Amt,EntrtnmntEvnt2Amt,EntrtnmntOthrEvntsAmt,EntrtnmntTtlEvntsAmt,OthrDrctExpnssEvnt1Amt,OthrDrctExpnssEvnt2Amt,OthDrctExpnssOthrEvntsAmt,OthDrctExpnssTtlEvntsAmt,SkdG_LcnsSspnddEtcInd,SkdG_ExplntnIfYsTxt,SkdG_GmngWthNnmmbrsInd,SkdG_MmbrOfOthrEnttyInd,SkdG_GmngOwnFcltyPct,SkdG_GmngOthrFcltyPct,PrsnsWthBksUSAddrss_AddrssLn2Txt,PrsnsWthBksUSAddrss_ZIPCd,PrsnsWthBksFrgnAddrss_AddrssLn1Txt,PrsnsWthBksUSAddrss_AddrssLn1Txt,PrsnsWthBksFrgnAddrss_FrgnPstlCd,PrsnsWthBksUSAddrss_SttAbbrvtnCd,PrsnsWthBksNm_BsnssNmLn2Txt,PrsnsWthBksFrgnAddrss_PrvncOrSttNm,PrsnsWthBksNm_BsnssNmLn1Txt,PrsnsWthBksFrgnAddrss_AddrssLn2Txt,PrsnsWthBksUSAddrss_CtyNm,PrsnsWthBksFrgnAddrss_CtyNm,PrsnsWthBksFrgnAddrss_CntryCd,SkdG_IndvdlWthBksNm,SkdG_CntrctWth3rdPrtyFrGmRvInd,SkdG_GmngRvnRtnBy3PrtyAmt,SkdG_GmngRvnRcvdByOrgAmt,SkdG_ThrdPrtyPrsnNm,ThrdPrtyFrgnAddrss_AddrssLn2Txt,ThrdPrtyUSAddrss_AddrssLn2Txt,ThrdPrtyUSAddrss_ZIPCd,ThrdPrtyUSAddrss_SttAbbrvtnCd,ThrdPrtyUSAddrss_CtyNm,ThrdPrtyBsnssNm_BsnssNmLn1Txt,ThrdPrtyFrgnAddrss_CtyNm,ThrdPrtyFrgnAddrss_CntryCd,ThrdPrtyUSAddrss_AddrssLn1Txt,ThrdPrtyBsnssNm_BsnssNmLn2Txt,ThrdPrtyFrgnAddrss_FrgnPstlCd,ThrdPrtyFrgnAddrss_AddrssLn1Txt,ThrdPrtyFrgnAddrss_PrvncOrSttNm,GmngMngrBsnssNm_BsnssNmLn1Txt,SkdG_GmngMngrIsEmplyInd,SkdG_GmngMngrPrsnNm,SkdG_GmngMngrCmpnstnAmt,GmngMngrBsnssNm_BsnssNmLn2Txt,SkdG_GmngMngrIsIndCntrctInd,SkdG_GmngMngrSrvcsPrvTxt,SkdG_GmngMngrIsDrctrOfcrInd,SkdG_ChrtblDstrbtnRqrInd,SkdG_DstrbtdAmt,SkdG_LcnsdInd,SkdG_ExplntnIfNTxt,GmngInfrmtn_GrssRvnBngAmt,GmngInfrmtn_GrssRvnPllTbsAmt,GmngInfrmtn_GrssRvnOthrGmngAmt,GmngInfrmtn_GrssRvnTtlGmngAmt,GmngInfrmtn_CshPrzsBngAmt,GmngInfrmtn_CshPrzsPllTbsAmt,GmngInfrmtn_CshPrzsOthrGmngAmt,GmngInfrmtn_CshPrzsTtlGmngAmt,GmngInfrmtn_NnCshPrzsBngAmt,GmngInfrmtn_NnCshPrzsPllTbsAmt,GmngInfrmtn_NnCshPrzsOthrGmngAmt,GmngInfrmtn_NnCshPrzsTtlGmngAmt,GmngInfrmtn_RntFcltyCstsBngAmt,GmngInfrmtn_RntFcltyCstsPllTbsAmt,GmngInfrmtn_RntFcltyCstsOthrGmngAmt,GmngInfrmtn_RntFcltyCstsTtlGmngAmt,GmngInfrmtn_OthrDrctExpnssBngAmt,GmngInfrmtn_OthrDrctExpnssPllTbsAmt,GmngInfrmtn_OthDrctExpnssOthrGmngAmt,GmngInfrmtn_OthDrctExpnssTtlGmngAmt,GmngInfrmtn_VlntrLbrBngPct,GmngInfrmtn_VlntrLbrBngInd,GmngInfrmtn_VlntrLbrPllTbsPct,GmngInfrmtn_VlntrLbrPllTbsInd,GmngInfrmtn_VlntrLbrOthrGmngPct,GmngInfrmtn_VlntrLbrOthrGmngInd,GmngInfrmtn_DrctExpnsSmmryGmngAmt,GmngInfrmtn_NtGmngIncmSmmryAmt
201931019349300333,141338498,-,-,-,-,-,-,-,-,-,-,-,-,Golf Tournament,Festa Vino,7,49250,59170,154732,263152,108438,-7866,24250,28070,110260,162580,25000,31100,44472,100572,2670,-,-,2670,-,-,-,-,15335,-,36834,52169,-,2550,11728,14278,-,-,-,-,189,9392,29740,39321,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201931019349300218,910236600,-,-,-,-,-,-,-,-,-,-,-,-,SBA WINE & DINE,ANTHONY'S SCHOLARSHIP DINNER & AUCT,2,90420,86718,90099,267237,83782,53143,71485,56557,2270,130312,18935,30161,87829,136925,-,-,-,-,-,3923,10850,14773,-,-,11591,11591,21330,15356,17107,53793,-,-,-,-,-,2117,1508,3625,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201900809349300610,480547702,-,-,-,-,-,-,-,-,-,-,-,-,PHONATHON,-,0,60475,-,-,60475,19884,-19884,60475,-,-,60475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19884,-,-,19884,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201940089349301129,596046500,-,-,-,-,-,-,-,-,-,-,-,-,EVENING OF HOPE,DAY OF GIVING,2,152771,143000,90915,386686,116212,226965,-,-,43509,43509,152771,143000,47406,343177,-,-,4050,4050,-,-,-,-,-,-,35303,35303,-,-,-,-,-,-,-,-,54567,-,22292,76859,false,-,false,false,-,1.00000,-,32901,-,150 W UNIVERSITY BLVD,-,FL,-,-,-,-,MELBOURNE,-,-,DAVID FASSINO,false,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,COURTENAY PORTER,-,-,-,TRACK/TABULATE RESULTS,-,false,-,false,SEC. 849.0935 FLORIDA STATUTES (1996 SUPP) AUTHORIZES TAX-EXEMPT,-,-,219555,219555,-,-,75000,75000,-,-,-,-,-,-,-,-,-,-,2808,2808,-,false,-,false,-,false,77808,141747
201900999349300535,370661494,-,-,-,-,-,-,-,-,-,-,-,-,AUCTION,GOLF OUTING,1,132163,30475,28916,191554,65910,125644,-,-,-,-,132163,30475,28916,191554,-,-,-,-,2012,200,-,2212,-,6823,900,7723,22400,9736,10315,42451,-,-,-,-,10777,2647,100,13524,0,-,1,0,0.00000,1.00000,-,61625,-,BRADLEY UNIVERSITY 1501 W BRADLEY A,-,IL,-,-,CRAIG DAHLQUIST SENIOR ATH DIRECTOR - COMPLIANCEFINANCE,-,PEORIA,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CRAIG DAHLQUIST,X,-,-,-,-,BOOKS & RECORDS,-,0,-,1,-,-,-,66295,66295,-,-,40500,40500,-,-,-,-,-,-,-,-,-,-,372,372,-,-,-,-,0.75000,1,40872,25423
201900999349300230,750983821,-,-,-,-,-,-,-,-,-,-,-,-,Hilltop Conference,-,-,170215,-,-,170215,7612,-7612,170215,-,-,170215,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7612,-,-,7612,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201930099349300203,231424055,-,-,-,-,-,-,-,-,-,-,-,-,GOLF OUTING,-,-,79428,-,-,79428,35932,-4752,48248,-,-,48248,31180,-,-,31180,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35932,-,-,35932,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201940799349300809,383001876,-,-,-,-,-,-,-,-,-,-,-,-,Annual Golf Outing,Sporting Clay Event,0,191915,20635,-,212550,49554,162996,0,0,-,0,191915,20635,-,212550,0,0,-,0,7129,0,-,7129,6800,11210,-,18010,13181,1599,-,14780,0,0,-,0,9635,0,-,9635,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201930509349300228,750851900,-,-,X,-,X,X,-,1,150537,86501,75689,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201930749349300603,840402707,-,-,-,-,-,-,-,-,-,-,-,-,GOLF/GALA,VoLLEYBALLCAMP,3,592103,34364,72594,699061,279343,-83177,461401,7558,33936,502895,130702,26806,38658,196166,-,-,-,-,-,913,7569,8482,90839,11133,17562,119534,50019,7912,6481,64412,11970,-,1840,13810,64559,11,8535,73105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
