object_id,ein,PrsnNm,TtlTxt,BsCmpnstnFlngOrgAmt,TtlCmpnstnFlngOrgAmt
201532299349302483,581249683,Jim Stiff,President/CEO,372385,0,26289,0,6967,0,23300,0,13670,0,442611,0,0,0
201532299349302483,581249683,Tim Ligon,Chief Financial Officer,188198,0,11691,0,4584,0,1412,0,13645,0,219530,0,0,0
201532299349302483,581249683,David Becker,Chief Operating Officer,197761,0,12283,0,7630,0,11951,0,9377,0,239002,0,0,0
201532299349302483,581249683,Keith Kennedy,Chief Mission Officer,140192,0,9328,0,3900,0,8125,0,1529,0,163074,0,0,0
201532299349302483,581249683,Laine Dreher,VP Human Resources,124260,0,8089,0,6014,0,6884,0,13771,0,159018,0,0,0
201532299349302483,581249683,James D Garner,"VP, Academic Affairs",129230,0,8788,0,3736,0,0,0,13507,0,155261,0,0,0
201532299349302568,030219309,ROGER DESHAIES,CFO/TREASURER (UNTIL 11/13),427380,0,404534,109348,22500,0,20848,0,984610,0,0,0
201532299349302568,030219309,SANDRA FELIS RN,PTNT CARE SVCS - CHIEF NURSING,363437,0,292872,73775,22500,0,26421,0,779005,0,0,0
201532299349302568,030219309,DR JOHN BRUMSTED,PRESIDENT & CEO,790219,0,815101,127462,109050,0,26261,0,1868093,0,0,0
201532299349302568,030219309,SPENCER KNAPP,GENERAL COUNSEL,390708,0,317635,66363,22500,0,18086,0,815292,0,0,0
201532299349302568,030219309,CHARLES PODESTA,CIO,309098,0,253247,30776,17000,0,27214,0,637335,0,0,0
201532299349302568,030219309,PAUL MACUGA,CHIEF HR OFFICER,295560,0,240744,30300,22950,0,22426,0,611980,0,0,0
201532299349302568,030219309,THERESA ALBERGHINI DIPALMA,SVP OF MRKTING & EXT RELATION,287710,0,236501,48767,22502,0,21174,0,616654,0,0,0
201532299349302568,030219309,TODD B MOORE,SVP ACCOUNTABLE CARE & REV STG,321437,0,208988,41567,17850,0,22410,0,612252,0,0,0
201532299349302568,030219309,DR STEPHEN M LEFFLER,CHIEF MEDICAL OFFICER,349859,0,230384,45828,22562,0,22945,0,671578,0,0,0
201532299349302568,030219309,DR HOWARD M SCHAPIRO,INTER PRES/CEO UVMMG(UNT12/13),321410,58363,101512,52417,55687,23411,8000,3216,968,501966,123018,0,0
201532299349302568,030219309,SOPHIA HOLDER,INTERIM CFO (12/13-6/14),259079,0,41404,15966,17850,0,24443,0,358742,0,0,0
201532299349302568,030219309,DR PAUL TAHERI,FMR PRES/CEO UVMMG(UNTIL 1/13),47235,0,138557,3364,0,3240,0,192396,0,0,0
201532299349302568,030219309,RICHARD VINCENT,INTERIM CFO (AS OF 6/14),180664,0,31520,0,4275,0,14018,0,21151,0,251628,0,0,0
201542269349301474,650000627,R ESTHER FIKE,PRESIDENT/DIRECTOR,330000,0,0,0,2184,0,1000,0,10798,0,343982,0,0,0
201542269349301474,650000627,JAMES L HOWARD,CHIEF OPERATG OFFICER/DIRECTOR,306879,0,0,0,0,0,1000,0,5879,0,313758,0,0,0
201542269349301474,650000627,KRISHNA GEORGE,VP MARKETING,187908,0,0,0,0,0,0,0,0,0,187908,0,0,0
201542269349301474,650000627,JOHN PADGET,ED- FT. LAUDERDALE,237600,0,0,0,0,0,1000,0,18293,0,256893,0,0,0
201542269349301474,650000627,DAVID SKIP HIGLEY,REGIONAL EXEC DIRECTOR,141174,0,0,0,0,0,1000,0,10833,0,153007,0,0,0
201530129349300863,410695509,THOMAS J ROONEY,"VP FINANCE & ADMIN,CFO, TREASURER",157317,0,0,0,60,0,12769,0,4689,0,174835,0,0,0
201530129349300863,410695509,COLLEEN A HEGRANES,EXECUTIVE VP AND PROVOST,158678,0,0,0,396,0,13078,0,12384,0,184536,0,0,0
201530129349300863,410695509,BRIAN BRUESS,EXECUTIVE VP OF OPERATIONS,156614,0,0,0,90,0,12486,0,1067,0,170257,0,0,0
201530129349300863,410695509,PENOLOPE A MOYERS,DEAN OF HENRIETTA SCHMOLL,145197,0,0,0,0,0,11542,0,7217,0,163956,0,0,0
201510159349300611,042105776,Francesco Cesareo,President,279999,0,0,0,0,0,25965,0,39014,0,344978,0,0,0
201510159349300611,042105776,Christian McCarthy,Treasurer,210089,0,0,0,0,0,18328,0,20642,0,249059,0,0,0
201510159349300611,042105776,Francis Lazarus,Provost,220312,0,0,0,0,0,19285,0,15397,0,254994,0,0,0
201510159349300611,042105776,Timothy Stanton,Vice President,207022,0,0,0,0,0,19169,0,20642,0,246833,0,0,0
201510159349300611,042105776,Janet Lambert,Secretary,65539,0,0,0,0,0,6025,0,14705,0,86269,0,0,0
201510159349300611,042105776,Joseph Morrison,Director,136102,0,0,0,0,0,9495,0,14792,0,160389,0,0,0
201510159349300611,042105776,Dawn Thistle,Executive Director of IT,120248,0,0,0,0,0,11186,0,14808,0,146242,0,0,0
201510159349300611,042105776,Leonard Doerfler,Professor,115876,0,0,0,0,0,8553,0,14628,0,139057,0,0,0
201510159349300611,042105776,Kathleen Murphy,Director of Admissions,111634,0,0,0,0,0,10310,0,14642,0,136586,0,0,0
201510159349300611,042105776,Joseph Foley,Professor,119228,0,0,0,0,0,9974,0,14642,0,143844,0,0,0
201510159349300611,042105776,Catherine WoodBrooks,Vice President,146815,0,0,0,0,0,13053,0,6844,0,166712,0,0,0
201510159349300611,042105776,Evan Lipp,Vice President,140893,0,0,0,0,0,13012,0,15385,0,169290,0,0,0
201510159349301406,350867954,CHARLES E STALEY,SPECIAL ASST PRESIDENT,40000,76280,0,0,0,0,7463,0,31123,0,78586,76280,0,0
201510159349301406,350867954,MARIE S MORRIS,PROVOST AND VICE PRESIDENT OF CORPORATION,119514,0,0,0,0,0,6070,0,40192,0,165776,0,0,0
