object_id,ein,DnrAdvsdFndsHldCnt,FndsAndOthrAccntsHldCnt,DnrAdvsdFndsCntrAmt,FndsAndOthrAccntsCntrAmt,DnrAdvsdFndsGrntsAmt,FndsAndOthrAccntsGrntsAmt,DnrAdvsdFndsVlEOYAmt,FndsAndOthrAccntsVlEOYAmt,DsclsdOrgLgCtrlInd,DsclsdFrChrtblPrpsInd,HstrcLndArInd,HstrcStrctrInd,PrtctnNtrlHbttInd,PrsrvtnOpnSpcInd,PrsrvtnPblcUsInd,TtlEsmntsCnt,TtlAcrgCnt,HstrcStrctrEsmntsCnt,HstrcStrctrEsmntsAftrCnt,MdfdEsmntsCnt,SttsEsmntsHldCnt,WrttnPlcyMntrngInd,StffHrsSpntEnfrcmntCnt,ExpnssIncrrdEnfrcmntAmt,Sctn170hRqrStsfdInd,ArtPblcExhbtnAmnts_RvnsInclddAmt,ArtPblcExhbtnAmnts_AsstsInclddAmt,HldWrksArt_RvnsInclddAmt,HldWrksArt_AsstsInclddAmt,SkdD_CllctnUsdPbExhbtnInd,SkdD_CllUsdSchlrlyRsrchInd,SkdD_CllctnUsdPrsrvtnInd,SkdD_CllUsdLnOrExchPrgInd,CllctnUsdOthrPrpss_OthrPrpssDsc,CllctnUsdOthrPrpss_CllctnUsdOthrPrpssInd,SkdD_SlctdAsstsSlInd,AgntTrstEtcInd,BgnnngBlncAmt,AddtnsDrngYrAmt,DstrbtnsDrngYrAmt,EndngBlncAmt,InclEscrwCstdlAcctLbInd,ExplntnPrvddInd,CYEndwmtFnd_BgnnngYrBlncAmt,CYEndwmtFnd_CntrbtnsAmt,CYEndwmtFnd_InvstmntErnngsOrLsssAmt,CYEndwmtFnd_GrntsOrSchlrshpsAmt,CYEndwmtFnd_OthrExpndtrsAmt,CYEndwmtFnd_AdmnstrtvExpnssAmt,CYEndwmtFnd_EndYrBlncAmt,CYMns1YrEndwmtFnd_BgnnngYrBlncAmt,CYMns1YrEndwmtFnd_CntrbtnsAmt,CYMns1YrEndwmtFnd_InvstmntErnngsOrLsssAmt,CYMns1YrEndwmtFnd_GrntsOrSchlrshpsAmt,CYMns1YrEndwmtFnd_OthrExpndtrsAmt,CYMns1YrEndwmtFnd_AdmnstrtvExpnssAmt,CYMns1YrEndwmtFnd_EndYrBlncAmt,CYMns2YrEndwmtFnd_BgnnngYrBlncAmt,CYMns2YrEndwmtFnd_CntrbtnsAmt,CYMns2YrEndwmtFnd_InvstmntErnngsOrLsssAmt,CYMns2YrEndwmtFnd_GrntsOrSchlrshpsAmt,CYMns2YrEndwmtFnd_OthrExpndtrsAmt,CYMns2YrEndwmtFnd_AdmnstrtvExpnssAmt,CYMns2YrEndwmtFnd_EndYrBlncAmt,CYMns3YrEndwmtFnd_BgnnngYrBlncAmt,CYMns3YrEndwmtFnd_CntrbtnsAmt,CYMns3YrEndwmtFnd_InvstmntErnngsOrLsssAmt,CYMns3YrEndwmtFnd_GrntsOrSchlrshpsAmt,CYMns3YrEndwmtFnd_OthrExpndtrsAmt,CYMns3YrEndwmtFnd_AdmnstrtvExpnssAmt,CYMns3YrEndwmtFnd_EndYrBlncAmt,CYMns4YrEndwmtFnd_BgnnngYrBlncAmt,CYMns4YrEndwmtFnd_CntrbtnsAmt,CYMns4YrEndwmtFnd_InvstmntErnngsOrLsssAmt,CYMns4YrEndwmtFnd_GrntsOrSchlrshpsAmt,CYMns4YrEndwmtFnd_OthrExpndtrsAmt,CYMns4YrEndwmtFnd_AdmnstrtvExpnssAmt,CYMns4YrEndwmtFnd_EndYrBlncAmt,SkdD_BrdDsgntdBlncEOYPct,SkdD_PrmnntEndwmntBlncEOYPct,SkdD_TrmEndwmntBlncEOYPct,SkdD_EndwmntsHldUnrltdOrgInd,SkdD_EndwmntsHldRltdOrgInd,SkdD_RltdOrgLstSchRInd,SkdD_TtlBkVlLndBldngsAmt,Lnd_InvstmntCstOrOthrBssAmt,Lnd_OthrCstOrOthrBssAmt,Lnd_BkVlAmt,Bldngs_InvstmntCstOrOthrBssAmt,Bldngs_OthrCstOrOthrBssAmt,Bldngs_DprctnAmt,Bldngs_BkVlAmt,LshldImprvmnts_InvstmntCstOrOthrBssAmt,LshldImprvmnts_OthrCstOrOthrBssAmt,LshldImprvmnts_DprctnAmt,LshldImprvmnts_BkVlAmt,Eqpmnt_InvstmntCstOrOthrBssAmt,Eqpmnt_OthrCstOrOthrBssAmt,Eqpmnt_DprctnAmt,Eqpmnt_BkVlAmt,OthrLndBldngs_InvstmntCstOrOthrBssAmt,OthrLndBldngs_OthrCstOrOthrBssAmt,OthrLndBldngs_DprctnAmt,OthrLndBldngs_BkVlAmt,SkdD_TtlBkVlScrtsAmt,ClslyHldEqtyIntrsts_BkVlAmt,FnnclDrvtvs_BkVlAmt,ClslyHldEqtyIntrsts_MthdVltnCd,FnnclDrvtvs_MthdVltnCd,TtlBkVlPrgrmRltdAmt,TtlBkVlOthrAsstsAmt,TtlLbltyAmt,FdrlIncmTxLbltyAmt,FtntTxtInd,TtlRvEtcAdtdFnclStmtAmt,NtUnrlzdGnsInvstAmt,DntdSrvcsAndUsFcltsAmt,RcvrsPrrYrGrntsAmt,OthrRvnAmt,RvnNtRprtdAmt,RvnSbttlAmt,InvstmntExpnssNtIncldAmt,OthrRvnsNtInclddAmt,RvnNtRprtdFnclStmtAmt,TtlRvnPrFrm990Amt,TtExpnsEtcAdtdFnclStmtAmt,DntdSrvcsUsFcltsAmt,PrrYrAdjstmntsAmt,LsssRprtdAmt,OthrExpnssInclddAmt,ExpnssNtRprtdAmt,ExpnssSbttlAmt,InvstmntExpnssNtIncld2Amt,OthrExpnssNtInclddAmt,ExpnssNtRptFnclStmtAmt,TtlExpnssPrFrm990Amt,TtExpnsEtcAdtdFnclStmtAmt,DntdSrvcsUsFcltsAmt,PrrYrAdjstmntsAmt,LsssRprtdAmt,OthrExpnssInclddAmt,ExpnssNtRprtdAmt,ExpnssSbttlAmt,InvstmntExpnssNtIncld2Amt,OthrExpnssNtInclddAmt,ExpnssNtRptFnclStmtAmt,TtlExpnssPrFrm990Amt
202033039349301753,221821292,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97091190,-,3796647,3796647,-,134582425,45704929,88877496,-,-,-,-,-,45863236,41849902,4013334,-,8625967,8222254,403713,-,-,-,-,-,-,14818061,95568995,-,-,96349703,90165,-,-,2397627,2487792,93861911,-,-356387,-356387,93505524,103523241,-,-,-,356387,356387,103166854,-,-2397627,-2397627,100769227,103523241,-,-,-,356387,356387,103166854,-,-2397627,-2397627,100769227
202100639349300445,381627600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32500,32500,0,0,X,X,X,X,-,-,0,-,-,-,-,-,-,-,52216970,3310452,-3471973,1407698,717073,0,49930678,51576345,1030182,1911904,1189944,1111517,0,52216970,49822873,2414743,4629470,2147898,3142843,0,51576345,46019392,529432,5095460,1821411,0,0,49822873,48993752,911683,-2133993,1752051,0,0,46019391,0.096,0.743,0.161,1,1,1,112757090,0,6033058,6033058,0,139292639,48636564,90656075,0,0,0,0,0,51919613,41047559,10872054,0,13673368,8477465,5195903,57948271,-,-,-,-,-,-,7175995,0,-,101483448,-6727525,0,0,12918712,6191187,95292261,0,-652509,-652509,94639752,100048151,0,0,0,8599988,8599988,91448163,0,-652509,-652509,90795654,100048151,0,0,0,8599988,8599988,91448163,0,-652509,-652509,90795654
202121349349303522,042103552,11,-,99088,-,12000,-,1095216,-,true,true,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,-,-,false,-,-,-,-,-,-,-,1073525864,18320825,39388112,21432479,34429939,1783138,1073589245,1046386224,19978652,58779655,21139541,30479126,0,1073525864,976887018,23964663,95171930,18988748,30648639,0,1046386224,866777766,62895086,95868789,16645319,32009304,0,976887018,915087079,27549415,-29715218,14288816,31854694,0,866777766,0.09580,0.64620,0.25800,false,false,-,360799121,-,47886840,47886840,-,404641330,194463197,210178133,-,223228898,183931394,39297504,-,143023200,105392650,37630550,-,25806094,-,25806094,-,-,-,-,-,-,-,27531947,0,X,381935684,39599320,-,-,-112130403,-72531083,454466767,2926110,-,2926110,457392877,364179597,-,-,-,-,-,364179597,2926110,110868014,113794124,477973721,364179597,-,-,-,-,-,364179597,2926110,110868014,113794124,477973721
202001019349300300,430654876,1,-,-,-,12988,-,1275995,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19768771,766133,1053531,289941,969250,-,20329242,19945495,1516361,1022486,249477,2466094,-,19768771,18292793,197050,1908371,243671,209048,-,19945495,18261172,295951,542794,252671,554453,-,18292793,15332118,3700799,38891,264304,546332,-,18261172,0.03830,0.69720,0.26440,0,0,-,26658309,-,687788,687788,-,45041680,22179024,22862656,-,-,-,-,-,15197075,13253227,1943848,-,1164017,-,1164017,-,-,-,-,-,-,-,3401724,-,-,26448916,346076,-,-,81086,427162,26021754,57699,10887148,10944847,36966601,26455501,-,-,-,81086,81086,26374415,57699,10887148,10944847,37319262,26455501,-,-,-,81086,81086,26374415,57699,10887148,10944847,37319262
202001019349301400,340714818,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,-,-,-,0,-,-,-,-,-,-,-,60631362,1824940,1449319,1060177,-,-,62845444,56299833,441459,4802495,912425,-,-,60631362,53870618,986649,6353214,910648,4000000,-,56299833,55267149,1178488,-1706246,699618,169155,-,53870618,52091041,1327435,3125778,1277105,-,-,55267149,0.33000,0.39000,0.28000,0,0,-,102191499,-,10174111,10174111,-,143729220,58694352,85034868,-,-,-,-,-,22299353,15917271,6382082,-,600438,-,600438,37954679,-,-,-,-,-,-,972879,-,X,76086518,-17845703,-,-,2226490,-15619213,91705731,203463,22380602,22584065,114289796,77024088,-,-,-,2226490,2226490,74797598,203463,22380602,22584065,97381663,77024088,-,-,-,2226490,2226490,74797598,203463,22380602,22584065,97381663
202001079349300020,741196134,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2711655,5100,47591,-,54759,-,2709587,2706351,17809,33290,-,45795,-,2711655,2647248,20618,48774,-,10289,-,2706351,2597794,109870,13832,-,74248,-,2647248,2559621,49526,6325,-,17678,-,2597794,-,0.96280,0.03720,0,0,-,21647951,158685,3114083,3272768,-,23186073,6130803,17055270,-,-,-,-,-,5764755,4780259,984496,-,1522403,1186986,335417,-,-,-,-,-,-,-,185576,-,-,22420630,2595,-,-,37466,40061,22380569,-,4214552,4214552,26595121,21078347,-,-,-,37466,37466,21040881,-,4214552,4214552,25255433,21078347,-,-,-,37466,37466,21040881,-,4214552,4214552,25255433
202121319349300217,134036055,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49994,-,-,-,-,-,-,-,-,81510,32926,48584,-,41571,41571,-,-,397446,396036,1410,-,-,-,-,-,-,-,-,-,-,1870075,-,-,-,-,-,1870075,-,-,-,1870075,1586772,-,-,-,-,-,1586772,-,-,-,1586772,1586772,-,-,-,-,-,1586772,-,-,-,1586772
202030769349301243,530196583,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,X,X,X,X,-,-,0,-,-,-,-,-,-,-,249832433,11229000,17958000,3758123,5405877,0,269855433,213881272,26934548,18584526,2907660,6660253,0,249832433,206792676,4271295,13990986,4799128,6374557,0,213881272,219809905,1990533,-3313413,8678878,2911895,103576,206792676,208252414,1888209,21510231,9330201,2398910,111838,219809905,0.3494,0.4452,0.2054,0,0,-,259754239,0,23525227,23525227,0,356330775,177466862,178863913,0,5714170,2232438,3481732,0,53769688,40469074,13300614,0,78274018,37691265,40582753,296560604,-,-,-,-,-,-,18171857,0,X,249764595,5628438,0,0,316683,5945121,243819474,1181785,93895968,95077753,338897227,234233431,0,0,0,316683,316683,233916748,1181785,93895969,95077754,328994502,234233431,0,0,0,316683,316683,233916748,1181785,93895969,95077754,328994502
202031959349303053,620476822,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,Education,X,true,false,-,-,-,-,true,X,4608461291,1549707251,394155692,118763645,162684359,0,6270876230,4136465261,172664350,519217263,115304268,91535316,13045999,4608461291,3795585401,129140956,428676790,109451788,93745467,13740631,4136465261,4093387484,154345834,-172420504,103887979,162527753,13311681,3795585401,4046250379,75832665,148787412,75364887,89465646,12652439,4093387484,0.5362,0.2149,0.2489,false,false,-,1179653213,-,114620038,114620038,-,1647221974,860299382,786922592,-,15356844,6051124,9305720,-,387691715,259080125,128611590,-,157124745,16931472,140193273,2194428423,16766464,-,C,-,-,-,445589299,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
202031959349303373,042103578,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,237250,16003361,-,-,X,X,X,X,-,-,false,-,-,-,-,-,-,-,777739103,8507067,49907925,12262691,22959616,6728095,794203693,729438097,20696541,70124576,12146828,23051724,7321559,777739103,667564847,5998824,91894441,12081547,15361432,8577036,729438097,703010972,19587426,-11635853,11809408,22873279,8715011,667564847,713514514,6994177,23644106,11486690,21890807,7764328,703010972,0.16000,0.38000,0.46000,false,false,-,198069463,-,28208841,28208841,-,198036882,72058558,125978324,-,98298325,61165915,37132410,-,64729090,60815389,3913701,-,56418213,53582026,2836187,730280499,-,-,-,-,-,-,50957422,0,X,224363892,6755164,-,-,-727822,6027342,218336550,-,-637378,-637378,217699172,206470785,-,-,-,4117312,4117312,202353473,6728095,-,6728095,209081568,206470785,-,-,-,4117312,4117312,202353473,6728095,-,6728095,209081568
