object_id,ein,Dsc,BkVlAmt
201542269349301474,650000627,OFF LIFE INS CONTRACTS-NET CSV,86553
201542269349301474,650000627,DEPOSITS,160963
201542269349301474,650000627,GOODWILL NET OF AMORTIZATION,1032464
201542269349301474,650000627,DEFERRED COMPENSATION,1354819
201542269349301474,650000627,LOAN FEES,130714
201530139349300813,132553815,DUE FROM RELATED PARTIES,43599
201510129349300546,660380485,PRBC FOUNDATION,143647
201520129349301462,710239383,UNAMORTIZED DEBT ISSUANCE COST,939285
201520129349301462,710239383,INTEREST IN PERPETUAL TRUSTS,18307481
201520129349301462,710239383,CONTRIBUTIONS RECEIVABLE FROM REMAINDER TRUSTS,1740561
201520129349301462,710239383,OTHER ASSETS,608084
201540219349300119,610444671,FUNDS HELD IN TRUST BY OTHERS,29631496
201540219349300119,610444671,OTHER RECEIVABLES,77178
201530229349300318,942416184,Rental Deposit,20279
201530219349300213,391201561,ASSETS HELD FOR SALE,760000
201530229349300913,381393841,ARTWORK,995563
201530229349300913,381393841,ART HELD FOR RESALE,323150
201530229349300913,381393841,CHARITABLE REMAINDER UNITRUST INTEREST,149694
201530229349300913,381393841,DEPOSIT WITH TRUSTEE,51
201530229349300913,381393841,"BOND ISSUANCE COSTS, NET",210817
201530229349300913,381393841,PROPERTY HELD FOR SALE,2199332
201500219349300245,610444788,BOND ISSUANCE COSTS,84088
201500219349300245,610444788,ASSETS HELD IN TRUSTS BY OTHERS,8183955
201520299349300737,510175975,DEFERRED CHARGES,223026
201520299349300737,510175975,INVESTMENT - BRONX BUILDING,24274167
201520299349300737,510175975,SECURITY DEPOSITS,39755
201520299349300737,510175975,ESCROW DEPOSIT,277000
201520299349300737,510175975,LAND LEASE - NEW BRONX CAMPUS,14002820
201520299349300007,430653369,DEPOSITS HELD WITH TRUSTEES,13303783
201520299349300007,430653369,DEFERRED BOND ISSUANCE COSTS,1378688
201520299349300007,430653369,BENEFICIAL INTEREST HELD IN TR,146381
201510239349300106,363005527,Due From Related Entities,5030133
201510239349300106,363005527,Financing Costs,314708
201510239349300106,363005527,Interest Rate Swap,106025
201500349349300965,910473310,BENEFICIAL INTEREST IN ASSETS HELD BY OTHERS,20436512
201500349349300965,910473310,DEFERRED DEBT ACQUISITION COSTS,715729
201500349349300965,910473310,DEPOSITS HELD BY TRUSTEE,7041144
201510429349301836,043349703,DUE FROM HUSSON UNIVERSITY,1149555
201520389349300307,020222154,COLLECTIONS,2051580
201520389349300307,020222154,CONSTRUCTION IN PROGRESS,195667
201520389349300307,020222154,ASSETS HELD IN CHARITABLE REMAINDER TRUST,133442
201520389349300307,020222154,DEBT ISSUANCE COSTS,369447
201530379349301253,470378777,Funds Held by Third Party Trustee,1892001
201530379349301253,470378777,Unamortized Bond Issuance Cost,407273
201530379349301253,470378777,Deposits,6805
201530379349301253,470378777,Funds on Deposit with Bond Trustee,1724679
201530379349301253,470378777,Split Interest Agreements Held by 3rd Party,2890679
201530379349301253,470378777,Cash Surrender Value of Life Insurance,508040
201530379349301253,470378777,Art Work,46850
201530379349301253,470378777,Accrued Interest Receivable,80925
201530379349301253,470378777,Bequests Receivable,272000
201530419349301803,042104778,"UNAMORTIZED BOND ISSUE COSTS, NET",159592
201530419349301803,042104778,OTHER ASSETS,626849
201530419349301803,042104778,BENEFICIAL INTEREST,2744543
201540409349300919,911559533,OTHER RECEIVABLES,12876
201540409349300919,911559533,CONSTRUCTION IN PROCESS,2282426
201540409349300919,911559533,DEFERRED COSTS,50370
201530439349301688,590949880,DEPOSITS,213608
201530439349301688,590949880,BOOKSTORE GIFT CARDS,22550
201530439349301688,590949880,UNAMORTIZED BOND ISSUE COST,401326
201540439349300214,251900793,BOND DEPOSIT RESERVE,4128599
201540439349300214,251900793,BOND ISSUANCE COST,375297
201540439349300214,251900793,OTHER NON-CURRENT ASSETS,31943
201540439349300214,251900793,ASSETS HELD FOR SALE
201540379349301234,620570060,ART COLLECTION,5000
201540379349301234,620570060,Cash Value of Life Insurance,15786
201540379349301234,620570060,Deposits,26000
201540379349301234,620570060,Loan Escrow Deposits,1259928
201540379349301234,620570060,loan Financing Cost,2130403
201540379349301234,620570060,Notes Receivables,164128
201540379349301234,620570060,Real Estate,318592
201540379349301234,620570060,Restricted Deposits & funded Reserves,1968302
201500429349301255,440556862,BENEFICIAL INTEREST IN TRUSTS,157149049
201500429349301255,440556862,LIFE INSURANCE,24984
201520429349300032,430652675,ASSETS LIMITED AS TO USE,49805219
201520429349300032,430652675,ASSETS HELD BY TRUSTEES,696132
201520429349300032,430652675,DEFERRED BOND ISSUANCE COSTS,1047730
201520429349300032,430652675,OTHER RECEIVABLES,39617
201520429349300032,430652675,OTHER,60371
201520439349301877,860561847,DUE FROM SLWIC,642162
201520439349301877,860561847,RESTRICTED CASH,126822
201520439349301877,860561847,DEPOSITS,36838
201520439349300532,250965406,Deferred Charges,8893657
201520439349300532,250965406,Insurance Availability,2518395
201520439349300532,250965406,Beneficial Interest in Jameson Healthcare Foundation,2512092
201520439349300532,250965406,Affiliate Receivables,201821
201500409349300005,030179299,ACKLEY SCIENCE LAB CIP,11372
201500409349300005,030179299,BENTLEY HOUSE CIP
201500409349300005,030179299,BOND ISSUANCE COSTS,754181
