object_id,ein,TxImpsdAmt,TxRmbrsdAmt,TtlBlncDAmt
202100639349300445,381627600,-,-,131692
202121349349303522,042103552,-,-,-
202001019349300300,430654876,-,-,345235
202001019349301400,340714818,-,-,-
202031959349303053,620476822,-,-,91667
202031959349303373,042103578,-,-,-
202001279349300320,580566116,-,-,-
202041969349300214,042103552,-,-,-
202121339349303292,941712371,-,-,-
202021329349302097,250965601,-,-,-
202021329349302117,540506306,-,-,-
202121019349300307,231352674,-,-,-
202100849349300305,231352620,-,-,-
202100849349300905,591023117,-,-,-
202023309349300032,650216638,-,-,60501389
202041119349300514,430662529,-,-,-
202001339349303270,951667177,-,-,73500
202131379349308773,060646936,-,-,-
202121339349303267,381624684,-,-,-
202121339349306502,660350945,-,-,-
202121339349306662,232215278,-,-,-
202023219349304897,262037695,-,-,3645
202033219349315688,251065148,-,-,-
202002759349301235,020309681,-,-,103800
202101339349305120,010211494,-,-,15920
202031819349301673,460224600,-,-,1140000
202041759349300209,221815636,-,-,-
202041769349300729,560547498,-,-,-
202130639349300633,660362666,-,-,288997
202013519349300106,237410494,-,-,-
202041969349302774,540505940,-,-,-
202041349349300219,232215278,-,-,-
202003239349301515,362169147,-,-,-
202021349349301722,520643528,-,-,-
202101419349300900,133716314,-,-,-
202002879349300805,381443369,-,-,-
202101329349304880,010211497,-,-,134531
202110909349300531,570324906,-,-,-
202003189349309340,581249683,-,-,-
202131329349304783,361408475,-,-,121534
202031069349301728,730555460,-,-,-
202111379349301906,132501829,-,-,20519
202111379349303921,362169157,-,-,-
202141339349301724,591083502,-,-,-
202041969349303414,041679980,-,-,-
202121309349302972,841383926,-,-,-
202121309349302407,362167048,-,-,-
202043259349300139,260069167,-,-,-
202101379349302530,042103578,-,-,-
202023249349301302,240795439,-,-,-
202141339349302799,951644035,-,-,4076675
202141329349301349,350868149,-,-,-
202141329349300324,560532314,-,-,-
202111329349300341,020222111,-,-,-
202111379349307901,956002998,-,-,-
202041969349305454,381360586,-,-,115
202111379349302061,341037893,-,-,-
202111379349302086,251191961,-,-,263299
202141339349306214,941658311,-,-,-
202131349349307773,590936101,-,-,-
202101309349302355,521106842,-,-,-
202101309349302405,540646523,-,-,-
202111379349302186,341695897,-,-,-
202033029349300703,540506331,-,-,-
202141329349303489,870212470,-,-,-
202141329349301879,362270695,-,-,-
202101379349300770,610470593,-,-,-
202141319349301594,620483210,-,-,-
202141319349301709,310536715,-,-,7500
202141319349302279,941156266,-,-,-
202141279349302659,056015988,-,-,-
202011979349300716,522347972,-,-,20000
202041969349302764,990113930,-,-,-
202141329349304604,042103638,-,-,-
202121379349303997,510067938,-,-,-
202041369349304379,237179639,-,-,-
202041909349301514,520591672,-,-,-
202031969349303743,590624412,-,-,-
202000659349300605,240795406,-,-,-
202022729349300852,610482955,0,-,0
202011979349305521,310725957,-,-,-
202141329349303694,741233796,-,-,-
202121379349309792,930386839,-,-,-
202141379349306069,560529961,-,-,-
202131379349306793,030482006,-,-,-
202131379349305678,160743996,-,-,4264418
202031979349304598,540946734,-,-,463958
202131379349300153,560532138,-,-,-
202111349349303711,231352152,-,-,-
202041979349304929,550419865,-,-,1466928
202041049349300129,520591661,-,-,-
202041959349302509,810235407,-,-,-
202131319349303363,350868175,-,-,-
202002889349301720,344429091,-,-,-
202023169349303312,570828733,-,-,-
202041979349305114,951642394,-,-,7321268
202041979349305584,231352630,-,-,-
202041979349302189,132673756,-,-,-
202011369349302321,840402510,-,-,-
