object_id,ein,PrsnNm,TtlTxt,BsCmpnstnFlngOrgAmt,CmpnstnBsdOnRltdOrgsAmt,BnsFlngOrgnztnAmnt,BnsRltdOrgnztnsAmt,OthrCmpnstnFlngOrgAmt,OthrCmpnstnRltdOrgsAmt,DfrrdCmpnstnFlngOrgAmt,DfrrdCmpRltdOrgsAmt,NntxblBnftsFlngOrgAmt,NntxblBnftsRltdOrgsAmt,TtlCmpnstnFlngOrgAmt,TtlCmpnstnRltdOrgsAmt,CmpRprtPrr990FlngOrgAmt,CmpRprtPrr990RltdOrgsAmt
201743179349306214,470378779,ERIC BARBER,PRESIDENT/CEO,358548,0,94205,0,465,0,102557,0,29824,0,585599,0,0,0
201743179349306214,470378779,SHAWN NORDBY,CHIEF FINANCIAL OFFICER,180418,0,20805,0,181,0,10530,0,20724,0,232658,0,0,0
201743179349306214,470378779,MICHAEL SKOCH MD,CHIEF MEDICAL OFFICER,542563,0,15000,0,2808,0,13250,0,32274,0,605895,0,0,0
201743179349306214,470378779,BARRY BOHLEN,PHYSICIAN,1040612,0,0,0,993,0,13250,0,32293,0,1087148,0,0,0
201743179349306214,470378779,KALPESH GANATRA,PHYSICIAN,797015,0,0,0,969,0,13250,0,29745,0,840979,0,0,0
201743179349306214,470378779,BENJAMIN FAGO,PHYSICIAN,678778,0,0,0,611,0,13250,0,29893,0,722532,0,0,0
201743179349306214,470378779,THOMAS ZUSAG,PHYSICIAN,561206,0,0,0,8001,0,13250,0,18456,0,600913,0,0,0
201743179349306214,470378779,MATTHEW STRITT,PHYSICIAN,544028,0,0,0,614,0,13250,0,29883,0,587775,0,0,0
201703179349307400,111635088,ALAN D GUERCI MD,PRESIDENT & CEO,0,1382345,0,410000,0,802720,0,327174,0,33273,0,2955512,0,767223
201703179349307400,111635088,DANIEL DEBARBA,EVP&CFO AS OF 6/6/16,0,460115,0,115000,0,16239,0,21174,0,16248,0,628776,0,0
201703179349307400,111635088,WILLIAM C ARMSTRONG,SVP FINANCE,0,665953,0,200000,0,686173,0,158174,0,30669,0,1740969,0,664661
201703179349307400,111635088,RONALD W STEIMEL,EXEC VP & CAO,429276,0,150000,0,16508,0,102405,0,31324,0,729513,0,0,0
201703179349307400,111635088,JOHN REILLY,CMO,414945,0,25000,0,4356,0,20405,0,31510,0,496216,0,0,0
201703179349307400,111635088,ALAN WONG MD,SECTION CHIEF ICU,449840,0,0,0,301,0,20405,0,27865,0,498411,0,0,0
201703179349307400,111635088,ALEXANDER TELIS MD,CLINICAL ATTENDING CRIT CARE,373373,0,0,0,217,0,20405,0,34678,0,428673,0,0,0
201703179349307400,111635088,SWARNA DEVARAJAN MD,DIR OF PEDIATRICS,340460,0,0,0,2152,0,20405,0,32518,0,395535,0,0,0
201703179349307400,111635088,ALEEM ALI MD,HOSPITALIST,319123,0,18050,0,148,0,14729,0,20121,0,372171,0,0,0
201703179349307400,111635088,ALAIN BERTHOID,HOSPITALIST,215143,0,63500,0,140,0,13814,0,27769,0,320366,0,0,0
201703179349307400,111635088,AARON GLATT,FORMER CAO,0,0,0,0,154540,0,0,0,9806,0,164346,0,156189,0
201733179349306133,226019101,AMIE THORNTON,VP OPERATIONS,337146,0,58800,0,31345,0,42165,0,3716,0,473172,0,31345,0
201733179349306133,226019101,WILLIAM OSER,SVP MEDICAL AFFAIR,509852,0,89200,0,89110,0,85637,0,21109,0,794908,0,87470,0
201733179349306133,226019101,RICHARD C SMITH,SENIOR VP & CFO,525742,0,91100,0,52585,0,94064,0,18993,0,782484,0,50945,0
201733179349306133,226019101,ASIF BASHIR,HIGHEST COMPENSATED,650110,0,31500,0,36060,0,5300,0,1700,0,724670,0,0,0
201733179349306133,226019101,STEPHEN BLOOMFIELD MD,HIGHEST COMPENSATED,644821,0,400,0,1150,0,7000,0,14884,0,668255,0,0,0
201733179349306133,226019101,JAWAD F KIRMANI,HIGHEST COMPENSATED,541140,0,26378,0,74110,0,5300,0,14884,0,661812,0,0,0
201733179349306133,226019101,THOMAS STEINEKE MD,HIGHEST COMPENSATED,665841,0,83450,0,26860,0,6168,0,18708,0,801027,0,0
201733179349306133,226019101,RAYMOND F FREDERICKS,CEO/PRESIDENT/EX-OFFICIO,833926,0,196640,0,158831,0,311911,0,17431,0,1518739,0,147591,0
201733179349306133,226019101,SCOTT GEBHARD,COO,526077,0,90100,0,63623,0,101992,0,17517,0,799309,0,61983,0
201733179349306133,226019101,SHIRLEY HIGGINS BOWERS,SVP HUMAN RESOURCES,315593,0,50800,0,31438,0,54251,0,18220,0,470302,0,30170,0
201733179349306133,226019101,JAMES LINDQUIST,Chief Nursing Officer,293196,0,60500,0,0,0,33692,0,17809,0,405197,0,0,0
201733179349306133,226019101,INDRANIL GANGULY,CIO,323693,0,55200,0,0,0,38110,0,18776,0,435779,0,0,0
201733179349306133,226019101,SARA JEAN CUCCURULLO,MED DIRECTOR EXEC.,431965,0,54600,0,60,0,54787,0,14884,0,556296,0,0,0
201733179349306133,226019101,Gregory Przybylski,HIGHEST COMPENSATED,489411,0,75156,0,1500,0,7146,0,14803,0,588016,0,0,0
201743189349308204,362166946,TOM OGLE,SECRETARY/TREASURER/TRUSTE,0,177332,0,10392,0,1011,0,14186,0,1371,0,204292,0,0
201743189349308204,362166946,ANDRE BIANE,CEO/PRESIDENT,0,271140,0,11337,0,1806,0,20994,0,23040,0,328317,0,0
201723199349305457,210634462,ADRIENNE KIRBY PHD,PRES&CEO-COOPER UNIV HLTH/TTEE,983229,0,575000,0,71855,0,9275,0,19163,0,1658522,0,0,0
201723199349305457,210634462,MICHAEL E CHANSKY MD,"TRUSTEE/CHIEF, EMERGENCY MED",511876,0,38333,0,21601,0,9275,0,1615,0,582700,0,0,0
201723199349305457,210634462,Generosa Grana MD,Trustee/Dir Cooper Cancer Ins,691529,0,68833,0,20838,0,9275,0,1997,0,792472,0,0,0
201723199349305457,210634462,Roland Schwarting MD,"Trustee/Chief, Pathology",558440,0,79655,0,4063,0,9275,0,12614,0,664047,0,0,0
201723199349305457,210634462,Douglas Shirley,Chief Financial Officer,594244,0,400000,0,63127,0,9275,0,31489,0,1098135,0,0,0
201723199349305457,210634462,Gary Lesneski,Sr EVP/General Counsel,674144,0,400000,0,308217,0,9275,0,18929,0,1410565,0,0,0
201723199349305457,210634462,Robin L Perry MD,"Chief, Dept of Ob Gyn",559877,0,44844,0,2668,0,9275,0,30935,0,647599,0,0,0
201723199349305457,210634462,Lawrence S Miller MD,"Chief, Orthopedic Surgery",849013,0,74181,0,22356,0,9275,0,30646,0,985471,0,0,0
201723199349305457,210634462,William G Smith MBA,VP Chief Accounting Officer,299807,0,75000,0,12581,0,8730,0,25295,0,421413,0,0,0
201723199349305457,210634462,Jeffrey P Carpenter MD,Chief of Surgery,1003174,0,199456,0,2838,0,9275,0,30959,0,1245702,0,0,0
201723199349305457,210634462,Michael Rosenbloom MD,"Head, Div of Cardiothoracic Sg",1527305,0,88919,0,4356,0,9275,0,30959,0,1660814,0,0,0
201723199349305457,210634462,Richard Y Highbloom MD,Surgeon,1091342,0,89169,0,2838,0,9275,0,23385,0,1216009,0,0,0
201723199349305457,210634462,Frank W Bowen III MD,Surgeon,1247586,0,100544,0,18990,0,9275,0,432,0,1376827,0,0,0
201723199349305457,210634462,Richard Lackman MD,Orthopaedic Oncologist,827908,0,5000,0,24180,0,9275,0,18947,0,885310,0,0,0
201723199349305457,210634462,Anthony Mazzarelli MDJDMBA,"Chief Medical Officer, SVP OPS",615142,0,400000,0,35816,0,9275,0,30626,0,1090859,0,0,0
201723199349305457,210634462,Stephanie Conners,"Sr EVP, COO, CNO",635444,0,400000,0,34394,0,9275,0,1977,0,1081090,0,0,0
201723199349305457,210634462,Adam Elfant MD,Assc Division Head-Dept of Med,738348,0,426232,0,19518,0,9275,0,23698,0,1217071,0,0,0
